Engine_RatedPower_kw,Engine_Displacement_ltr,Engine_IdlingSpeed_rpm,Engine_RatedSpeed_rpm,GrossVehicleMass_t,CurbMassChassis_kg,Gearbox_TransmissionRatioFinalGear,Gearbox_TransmissionType,Gearbox_GearsCount,RDL_CO2_gkm,RDR_CO2_gkm,LHL_CO2_gkm,LHR_CO2_gkm,y0,y1,y2,y3
0.10087719298245613,0.20512820512820518,0.6,0.0430622009569378,0.23809523809523808,0.39848546868604173,0.3055555555555555,1.0,0.2727272727272727,0.21653333333333333,0.23646666666666666,0.28353333333333336,0.3299,0.20859903,0.22988018,0.27748057,0.32570812
0.11842105263157894,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.408923454768727,0.38888888888888895,0.0,0.09090909090909091,0.1879,0.20803333333333335,0.2573,0.3081333333333333,0.1825226,0.20213193,0.2503185,0.30140036
0.706140350877193,0.7307692307692308,0.4,0.009569377990430622,0.38095238095238093,0.6882930822758903,0.40277777777777785,0.0,0.6363636363636364,0.21056666666666668,0.22766666666666666,0.2749333333333333,0.3229333333333333,0.20468187,0.22561646,0.27226886,0.32055303
0.11403508771929824,0.33333333333333337,0.4,0.023923444976076555,0.17142857142857149,0.3354482194023741,0.38888888888888895,1.0,0.09090909090909091,0.18996666666666667,0.20959999999999998,0.2543666666666667,0.3025333333333333,0.19265419,0.2130529,0.25870854,0.30903617
0.31140350877192985,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.4379860826852231,1.0,1.0,0.2727272727272727,,,,,0.18343642,0.20312023,0.2508065,0.30188444
0.11842105263157894,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.374334834220221,0.38888888888888895,1.0,0.09090909090909091,0.18183333333333335,0.20173333333333335,0.2484,0.29946666666666666,0.18476689,0.20478112,0.25237253,0.30356294
0.10087719298245613,0.20512820512820518,0.62,0.0430622009569378,0.14285714285714285,0.4484240687679083,0.38888888888888895,0.0,0.09090909090909091,0.1889,0.20859999999999998,0.25553333333333333,0.30496666666666666,0.20070365,0.22146201,0.26887265,0.31769273
0.19736842105263158,0.20512820512820518,0.62,0.0430622009569378,0.14285714285714285,0.5566925910765452,0.4805555555555554,0.0,0.6363636363636364,0.1938666666666667,0.21326666666666666,0.2604,0.31143333333333334,0.19071394,0.21116501,0.25751066,0.30871487
0.11842105263157894,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.5157593123209169,0.38888888888888895,0.0,0.09090909090909091,0.17836666666666667,0.19723333333333334,0.24573333333333336,0.29473333333333335,0.18247819,0.20210087,0.25024748,0.3013404
0.2149122807017544,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.3839541547277937,0.38888888888888895,1.0,0.09090909090909091,0.18873333333333334,0.20903333333333335,0.25823333333333337,0.31183333333333335,0.18464851,0.20466834,0.2522361,0.30344355
0.16666666666666666,0.33333333333333337,0.4,0.009569377990430622,0.14285714285714285,0.6168645108473189,0.40555555555555534,0.0,0.2727272727272727,0.19586666666666666,0.21433333333333332,0.2562,0.3035666666666667,0.19421059,0.2139731,0.25700083,0.30485836
0.3201754385964912,0.20512820512820518,0.62,0.0430622009569378,0.23809523809523808,0.5180106426524764,0.4805555555555554,0.0,0.6363636363636364,0.1921,0.21146666666666666,0.2603,0.31446666666666667,0.19022486,0.21107882,0.2601429,0.31251314
0.3201754385964912,0.23076923076923084,0.4,0.028708133971291867,0.23809523809523808,0.4297994269340974,0.4805555555555554,0.0,0.6363636363636364,0.17876666666666666,0.19866666666666666,0.2484333333333333,0.3031,0.18892363,0.20983371,0.25941566,0.31215274
0.31140350877192985,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.4113794514940647,0.4805555555555554,0.0,0.6363636363636364,0.17859999999999998,0.19743333333333332,0.24873333333333336,0.3,0.18188304,0.20154992,0.24987239,0.30101407
0.2236842105263158,0.23076923076923084,0.4,0.028708133971291867,0.14285714285714285,0.3530495292672943,0.3055555555555555,1.0,0.2727272727272727,0.18336666666666668,0.20433333333333334,0.25433333333333336,0.3065,0.19362149,0.21446535,0.2622024,0.31354055
0.6140350877192983,0.9743589743589742,0.0,0.014354066985645933,0.42857142857142855,0.7519443307408924,1.0,0.0,0.6363636363636364,0.18916666666666668,0.20690000000000003,0.24646666666666667,0.2937666666666667,0.18347651,0.20246527,0.24645635,0.2962924
0.2236842105263158,0.23076923076923084,0.4,0.028708133971291867,0.14285714285714285,0.39111747851002865,0.4805555555555554,0.0,0.6363636363636364,0.1937,0.21406666666666668,0.2653,0.3189333333333333,0.18816543,0.20875064,0.25749716,0.30991146
0.11403508771929824,0.33333333333333337,0.68,0.023923444976076555,0.14285714285714285,0.43921408104789195,0.38888888888888895,0.0,0.09090909090909091,0.18503333333333333,0.20413333333333333,0.25066666666666665,0.29733333333333334,0.1831508,0.20272553,0.25038397,0.301407
0.47368421052631576,0.7307692307692308,0.2,0.0,0.38095238095238093,0.7623823168235776,1.0,0.0,0.6363636363636364,,,,,0.180899,0.19900227,0.24487862,0.29450023
0.11403508771929824,0.33333333333333337,0.4,0.023923444976076555,0.14285714285714285,0.3737208350388866,0.38888888888888895,1.0,0.09090909090909091,0.20190000000000002,0.2208,0.2648333333333333,0.31393333333333334,0.19239557,0.21272132,0.25810918,0.30833885
0.11842105263157894,0.20512820512820518,0.8,0.03349282296650718,0.23809523809523808,0.3442488743348342,0.38888888888888895,0.0,0.09090909090909091,,,,,0.18257472,0.20217225,0.2503809,0.30145288
0.34210526315789475,0.7179487179487178,0.432,0.0,0.14285714285714285,0.650225133033156,1.0,0.0,0.6363636363636364,0.18746666666666667,0.20493333333333333,0.24633333333333332,0.29303333333333337,0.18043214,0.19882277,0.24496883,0.2944656
0.34210526315789475,0.33333333333333337,0.2,0.023923444976076555,0.34285714285714297,0.553417928776095,1.0,0.0,0.6363636363636364,0.1884333333333333,0.20716666666666667,0.25443333333333334,0.3032,0.19084221,0.21119818,0.25608045,0.30650613
0.21052631578947367,0.33333333333333337,0.2,0.023923444976076555,0.38095238095238093,0.5472779369627507,1.0,0.0,0.6363636363636364,0.2104,0.23086666666666666,0.2756,0.32703333333333334,0.19107673,0.21137902,0.25617176,0.3064491
0.19298245614035087,0.20512820512820518,0.4,0.014354066985645933,0.23809523809523808,0.5804338927548096,1.0,0.0,0.2727272727272727,0.1618666666666667,0.18206666666666668,0.22176666666666664,0.2741,0.17234868,0.19146177,0.2364538,0.28539255
0.19298245614035087,0.20512820512820518,0.4,0.014354066985645933,0.23809523809523808,0.5235366352844862,1.0,0.0,0.2727272727272727,0.1689,0.1871,0.232,0.28046666666666664,0.17325303,0.19216782,0.23746416,0.28677005
0.3201754385964912,0.23076923076923084,0.4,0.028708133971291867,0.14285714285714285,0.4109701187065084,0.4805555555555554,0.0,0.6363636363636364,0.1942,0.21503333333333335,0.26653333333333334,0.3231,0.1888501,0.2096937,0.25915566,0.31180462
0.09649122807017543,0.20512820512820518,0.4,0.014354066985645933,0.23809523809523808,0.6146131805157593,1.0,0.0,0.2727272727272727,0.1684,0.18686666666666668,0.22913333333333333,0.27753333333333335,0.17131671,0.19058567,0.23548695,0.28421664
0.3201754385964912,0.20512820512820518,0.62,0.0430622009569378,0.14285714285714285,0.39807613589848545,0.3055555555555555,1.0,0.2727272727272727,0.2164333333333333,0.23606666666666667,0.2868,0.34009999999999996,0.20742461,0.22875655,0.27683127,0.32574174
0.47368421052631576,0.7307692307692308,0.2,0.0,0.38095238095238093,0.6760130986492018,1.0,0.0,0.6363636363636364,,,,,0.1825045,0.20149136,0.24651507,0.29656103
