Engine_RatedPower_kw,Engine_Displacement_ltr,Engine_IdlingSpeed_rpm,Engine_RatedSpeed_rpm,GrossVehicleMass_t,CurbMassChassis_kg,Gearbox_TransmissionRatioFinalGear,Gearbox_TransmissionType,Gearbox_GearsCount,RDL_CO2_gkm,RDR_CO2_gkm,LHL_CO2_gkm,LHR_CO2_gkm,y0,y1,y2,y3,CO2v
0.23872679045092837,0.4123711340206185,0.0,0.0,0.06666666666666667,0.5535815535815536,1.0,0.0,0.6363636363636364,0.21446666666666667,0.23043333333333332,0.2798333333333333,0.3233666666666667,0.18356407,0.20272712,0.24454793,0.29312825,881.06
0.23872679045092837,0.4123711340206185,0.0,0.0,0.2,0.5598185598185598,1.0,0.0,0.6363636363636364,0.16856666666666667,0.18403333333333335,0.22773333333333334,0.27113333333333334,0.17687534,0.19462161,0.2362043,0.28366882,726.36
0.09283819628647215,0.10309278350515465,0.4,0.5555555555555556,0.4666666666666667,0.37365337365337364,1.0,0.0,0.6363636363636364,0.19790000000000002,0.2176,0.2584333333333333,0.30923333333333336,0.19611688,0.21605948,0.26070663,0.31055492,828.68
0.41379310344827586,0.6185567010309277,0.0,0.3333333333333333,0.4666666666666667,0.6367416367416368,1.0,0.0,0.6363636363636364,0.17876666666666666,0.19646666666666665,0.23483333333333334,0.28303333333333336,0.1707567,0.18788096,0.22888947,0.27567977,755.41
0.41379310344827586,0.6185567010309277,0.0,0.2222222222222222,0.26666666666666666,0.6962766962766963,1.0,0.0,0.6363636363636364,0.16423333333333334,0.17963333333333334,0.21953333333333333,0.263,0.1702605,0.18742062,0.2282077,0.27493528,703.0
0.15915119363395225,0.020618556701030948,0.4,0.6666666666666666,0.14666666666666686,0.24513324513324514,0.4805555555555554,0.0,0.6363636363636364,0.19573333333333334,0.2173,0.2673,0.3263333333333333,0.19039954,0.21162331,0.25994033,0.31241533,863.36
0.33687002652519893,0.6185567010309277,0.0,0.3333333333333333,0.4666666666666667,0.5044415044415045,1.0,0.0,0.6363636363636364,0.1920666666666667,0.20909999999999998,0.25046666666666667,0.2965666666666667,0.17275764,0.19006737,0.23167136,0.27887058,798.67
0.11936339522546419,0.42268041237113413,0.2,0.08333333333333333,0.4,0.49253449253449255,0.3666666666666667,0.0,0.6363636363636364,0.176,0.19333333333333333,0.23583333333333334,0.281,0.17843872,0.19695885,0.23866877,0.28673843,753.13
0.35543766578249336,0.5876288659793815,0.4,0.2222222222222222,0.14666666666666686,0.6923076923076923,1.0,0.0,0.6363636363636364,0.1907,0.20746666666666666,0.24803333333333333,0.2943,0.17700595,0.19419779,0.23555997,0.28237084,791.88
0.09283819628647215,0.10309278350515465,0.4,0.5555555555555556,0.4666666666666667,0.2727272727272727,0.027777777777777804,1.0,0.09090909090909091,0.3478333333333333,0.36493333333333333,0.41113333333333335,0.4529333333333333,0.30565402,0.32152098,0.37421292,0.4200474,1273.4
0.034482758620689655,0.10309278350515465,0.4,0.5555555555555556,0.14666666666666686,0.2765072765072765,0.38888888888888895,0.0,0.09090909090909091,0.19240000000000002,0.21326666666666666,0.2554,0.3058666666666667,0.19303352,0.21309203,0.25736117,0.30715436,818.56
0.03713527851458886,0.0,0.8,0.7777777777777778,0.2,0.1702891702891703,0.38888888888888895,0.5,0.09090909090909091,0.18596666666666667,0.20603333333333335,0.2535,0.3042,0.1857246,0.20667584,0.25279036,0.30459067,811.69
0.4244031830238727,0.4123711340206185,0.0,0.0,0.06666666666666667,0.5724815724815725,1.0,0.0,0.6363636363636364,0.16633333333333333,0.1821333333333333,0.22683333333333333,0.2716,0.17064156,0.18777272,0.2287316,0.27550662,725.15
0.4509283819628647,0.42268041237113413,0.4,0.2222222222222222,0.4,0.584010584010584,1.0,0.0,0.6363636363636364,0.16803333333333334,0.18403333333333335,0.22846666666666665,0.27436666666666665,0.17682345,0.1945611,0.23609406,0.2835465,731.64
0.023872679045092837,0.0,0.4,0.3333333333333333,0.2,0.4295974295974296,1.0,0.0,0.2727272727272727,0.1605,0.1798,0.21866666666666668,0.2687,0.1696391,0.1868519,0.22735196,0.27400503,708.99
0.09549071618037135,0.0,0.8,0.7777777777777778,0.2,0.35834435834435835,0.38888888888888895,0.0,0.09090909090909091,0.18209999999999998,0.20183333333333334,0.25066666666666665,0.30343333333333333,0.18366379,0.20451085,0.24976125,0.30135185,805.63
0.4509283819628647,0.6288659793814434,0.2,0.2222222222222222,0.4,0.6134946134946135,1.0,0.0,0.6363636363636364,0.17229999999999998,0.1877,0.23229999999999998,0.27666666666666667,0.17716473,0.1949219,0.23642442,0.28382435,741.11
0.41114058355437666,0.6288659793814434,0.0,0.0,0.2,0.5917595917595918,1.0,0.0,0.6363636363636364,0.17263333333333333,0.18876666666666664,0.23220000000000002,0.27786666666666665,0.17552471,0.19276778,0.23423958,0.28128195,742.8
0.03713527851458886,0.0,0.8,0.7777777777777778,0.2,0.20241920241920242,0.38888888888888895,0.0,0.09090909090909091,0.17736666666666667,0.19790000000000002,0.24513333333333331,0.29686666666666667,0.18363544,0.20450746,0.24997339,0.30165875,787.99
0.3050397877984085,0.4123711340206185,0.0,0.0,0.2,0.5358155358155359,1.0,0.0,0.6363636363636364,0.17286666666666667,0.18896666666666667,0.23313333333333333,0.2781666666666667,0.17283472,0.18995005,0.23149177,0.2784709,744.53
0.33687002652519893,0.6185567010309277,0.0,0.2222222222222222,0.14666666666666686,0.6229446229446229,1.0,0.0,0.6363636363636364,0.17203333333333334,0.1883,0.22703333333333334,0.2729333333333333,0.17031857,0.1874756,0.22828725,0.2750227,729.0
0.3050397877984085,0.4123711340206185,0.0,0.0,0.4,0.5112455112455112,1.0,0.0,0.6363636363636364,0.171,0.18836666666666668,0.23023333333333335,0.27723333333333333,0.17545016,0.19316815,0.23478451,0.28226998,738.99
0.4509283819628647,0.6288659793814434,0.2,0.2222222222222222,0.5333333333333333,0.5443205443205443,1.0,0.0,0.6363636363636364,0.18833333333333332,0.20693333333333333,0.24876666666666666,0.29873333333333335,0.18459627,0.20484264,0.24705043,0.2964469,798.41
0.09549071618037135,0.0,0.8,0.7777777777777778,0.2,0.24078624078624078,0.38888888888888895,0.0,0.09090909090909091,0.17493333333333333,0.19293333333333332,0.2447,0.2945,0.18369505,0.20456749,0.24999472,0.30166706,783.1
0.5119363395225465,0.6185567010309277,0.2,0.2222222222222222,0.06666666666666667,0.7202797202797203,1.0,0.0,0.6363636363636364,0.18676666666666666,0.20363333333333333,0.2467,0.2936666666666667,0.18439974,0.20455138,0.24631777,0.29522577,788.06
0.15384615384615385,0.0,0.8,0.7777777777777778,0.2,0.2517482517482518,1.0,0.5,0.2727272727272727,0.18259999999999998,0.20083333333333334,0.24846666666666667,0.2990666666666667,0.18509102,0.20593989,0.2516043,0.3032785,796.68
0.08222811671087533,0.2680412371134021,0.4,0.3333333333333333,0.2,0.3798903798903799,1.0,0.0,0.2727272727272727,0.1865666666666667,0.2045,0.247,0.29309999999999997,0.1839425,0.20428135,0.24660641,0.29609886,787.79
0.4509283819628647,0.42268041237113413,0.4,0.2222222222222222,0.4,0.5874125874125874,1.0,0.0,0.6363636363636364,0.17703333333333335,0.19483333333333333,0.23706666666666668,0.28659999999999997,0.17674866,0.19444548,0.23596847,0.28338984,762.73
0.10079575596816977,0.020618556701030948,0.4,0.6666666666666666,0.2,0.2812322812322812,0.4805555555555554,0.0,0.6363636363636364,0.1894,0.20966666666666667,0.2599333333333333,0.3136333333333333,0.18814923,0.20929575,0.2564565,0.30865395,834.17
0.3925729442970822,0.42268041237113413,0.4,0.2222222222222222,0.4,0.6129276129276129,1.0,0.0,0.6363636363636364,0.17529999999999998,0.1928666666666667,0.23559999999999998,0.28503333333333336,0.17646915,0.19393234,0.23540732,0.28263476,758.08
0.4509283819628647,0.42268041237113413,0.4,0.2222222222222222,0.4,0.5866565866565867,1.0,0.0,0.6363636363636364,0.17703333333333335,0.19483333333333333,0.23706666666666668,0.2865666666666667,0.17676455,0.19447045,0.23599562,0.28342393,762.69
0.3050397877984085,0.4123711340206185,0.0,0.0,0.06666666666666667,0.5762615762615763,1.0,0.0,0.6363636363636364,0.17283333333333334,0.1898,0.23206666666666667,0.27890000000000004,0.18849102,0.2078998,0.25006393,0.29883814,744.2
0.3713527851458886,0.4123711340206185,0.0,0.0,0.2,0.5692685692685693,1.0,0.0,0.6363636363636364,0.16816666666666666,0.18386666666666668,0.228,0.2724333333333333,0.17117354,0.18826078,0.22946396,0.27630332,728.39
0.3925729442970822,0.42268041237113413,0.4,0.2222222222222222,0.4,0.5807975807975808,1.0,0.0,0.6363636363636364,0.2087,0.22676666666666664,0.27153333333333335,0.32033333333333336,0.17674483,0.19444852,0.23597169,0.28339794,864.34
0.4907161803713528,0.6288659793814434,0.4,0.2222222222222222,0.4666666666666667,0.5879795879795879,1.0,0.0,0.6363636363636364,0.18683333333333332,0.20459999999999998,0.24653333333333335,0.2955333333333333,0.17667589,0.19424948,0.23572496,0.28298628,790.5
0.15915119363395225,0.020618556701030948,0.4,0.6666666666666666,0.06666666666666667,0.3010773010773011,0.4805555555555554,0.0,0.6363636363636364,0.1814,0.20290000000000002,0.25070000000000003,0.30843333333333334,0.18444303,0.20584337,0.25259963,0.3051299,812.47
0.41379310344827586,0.6185567010309277,0.0,0.3333333333333333,0.4666666666666667,0.6632016632016632,0.44444444444444453,0.0,0.6363636363636364,0.17333333333333334,0.19,0.22966666666666666,0.2760666666666667,0.17050187,0.18764704,0.22853872,0.27529812,737.24
0.08222811671087533,0.0,0.4,0.3333333333333333,0.4,0.42846342846342844,1.0,0.0,0.6363636363636364,0.1926,0.21376666666666666,0.2546,0.3074,0.17128041,0.18836136,0.22961041,0.27646402,819.65
0.3050397877984085,0.4123711340206185,0.0,0.0,0.2,0.580986580986581,1.0,0.0,0.6363636363636364,0.17033333333333334,0.187,0.22873333333333334,0.27440000000000003,0.174324,0.19142278,0.23291406,0.27989444,732.83
0.3713527851458886,0.4123711340206185,0.0,0.0,0.06666666666666667,0.6117936117936118,1.0,0.0,0.6363636363636364,0.17573333333333335,0.192,0.23566666666666666,0.28159999999999996,0.18389931,0.20237584,0.24472141,0.29295722,753.47
0.4509283819628647,0.6288659793814434,0.4,0.2222222222222222,0.4666666666666667,0.6184086184086184,1.0,0.0,0.6363636363636364,0.19613333333333333,0.21496666666666667,0.2564666666666667,0.3063,0.17661409,0.19403578,0.23547074,0.28259513,821.4
0.11936339522546419,0.10309278350515465,0.4,0.2222222222222222,0.06666666666666667,0.3177093177093177,0.40555555555555534,0.0,0.2727272727272727,0.1844,0.20156666666666667,0.24883333333333332,0.2952,0.18784766,0.20813857,0.25194034,0.3022221,792.34
0.03713527851458886,0.0,0.8,0.7777777777777778,0.2,0.19391419391419393,0.38888888888888895,0.0,0.09090909090909091,0.18573333333333336,0.2055,0.2555,0.3057,0.18366036,0.20453314,0.2500142,0.30170357,816.31
0.3050397877984085,0.4123711340206185,0.0,0.0,0.2,0.5768285768285768,1.0,0.0,0.6363636363636364,0.16866666666666666,0.1853,0.22743333333333332,0.2736,0.17386031,0.19091693,0.23241562,0.27936086,729.49
0.03713527851458886,0.0,0.8,0.7777777777777778,0.2,0.15876015876015875,0.38888888888888895,0.0,0.09090909090909091,0.18516666666666667,0.20440000000000003,0.2551333333333333,0.3043,0.18378016,0.20466128,0.25021487,0.30192953,813.67
0.4509283819628647,0.42268041237113413,0.4,0.2222222222222222,0.4,0.6157626157626158,1.0,0.0,0.6363636363636364,0.17946666666666666,0.19790000000000002,0.23866666666666667,0.2894,0.1764807,0.1939662,0.23544493,0.28269005,769.5
0.0,0.10309278350515465,0.4,0.2222222222222222,0.06666666666666667,0.42865242865242864,0.40555555555555534,0.0,0.2727272727272727,0.19343333333333332,0.2119333333333333,0.2571,0.3036,0.19337584,0.21328697,0.25732842,0.30687073,817.75
0.41379310344827586,0.6185567010309277,0.0,0.3333333333333333,0.4,0.6573426573426573,1.0,0.0,0.6363636363636364,0.16726666666666667,0.18303333333333335,0.2236,0.2679666666666667,0.1704734,0.18762024,0.22849971,0.27525526,716.16
0.06631299734748011,0.10309278350515465,0.4,0.2222222222222222,0.06666666666666667,0.42676242676242676,0.40555555555555534,0.0,0.2727272727272727,0.19143333333333332,0.2084,0.25453333333333333,0.2995333333333333,0.19477333,0.21460022,0.2587351,0.30821827,807.96
0.3740053050397878,0.5876288659793815,0.4,0.2222222222222222,0.14666666666666686,0.6584766584766585,1.0,0.0,0.6363636363636364,0.175,0.1917,0.23176666666666665,0.27823333333333333,0.17679042,0.19401987,0.23539653,0.28226945,743.5
0.3925729442970822,0.42268041237113413,0.4,0.2222222222222222,0.4,0.5724815724815725,1.0,0.0,0.6363636363636364,0.17173333333333335,0.18816666666666668,0.23243333333333333,0.279,0.17693514,0.19473551,0.23628351,0.2837832,744.42
0.14058355437665782,0.2061855670103092,0.22,0.6666666666666666,0.4,0.47892647892647894,1.0,0.0,0.6363636363636364,0.19403333333333334,0.21396666666666667,0.25673333333333337,0.30793333333333334,0.19219828,0.21242245,0.25694832,0.3070286,823.5
0.4509283819628647,0.42268041237113413,0.4,0.2222222222222222,0.4,0.5660555660555661,1.0,0.0,0.6363636363636364,0.17666666666666667,0.19433333333333333,0.23663333333333333,0.28603333333333336,0.17751254,0.19556487,0.23716068,0.2848459,761.25
