Engine_RatedPower_kw,Engine_Displacement_ltr,Engine_IdlingSpeed_rpm,Engine_RatedSpeed_rpm,GrossVehicleMass_t,CurbMassChassis_kg,Gearbox_TransmissionRatioFinalGear,Gearbox_TransmissionType,Gearbox_GearsCount,RDL_CO2_gkm,RDR_CO2_gkm,LHL_CO2_gkm,LHR_CO2_gkm,y0,y1,y2,y3
0.4375,0.6288659793814434,0.2,0.0,0.548611111111111,0.2617308004546193,1.0,0.0,0.6,0.17253333333333334,0.19853333333333334,0.22843333333333332,0.2886666666666667,0.18414326,0.21250388,0.24050319,0.307253
0.45108695652173914,0.6288659793814434,0.432,0.0,0.5833333333333333,0.22398116577366456,1.0,0.0,0.6,0.20486666666666667,0.23366666666666666,0.264,0.3318,0.20042334,0.22880396,0.25897145,0.3292672
0.46467391304347827,0.6391752577319588,0.2,0.0,0.49305555555555547,0.3157980191589544,1.0,0.0,0.6,0.18146666666666667,0.20876666666666666,0.23923333333333335,0.30183333333333334,0.18411084,0.21247491,0.24034247,0.3070496
0.4782608695652174,0.6288659793814434,0.4,0.2857142857142857,0.5833333333333333,0.2604318882935541,1.0,0.0,0.6,0.19933333333333333,0.22956666666666667,0.25966666666666666,0.3299333333333333,0.18644834,0.21489438,0.24407533,0.31101537
0.46467391304347827,0.6391752577319588,0.2,0.0,0.548611111111111,0.2985874330248417,1.0,0.0,0.6,0.1799333333333333,0.20690000000000003,0.23836666666666667,0.29973333333333335,0.18419729,0.2125574,0.240583,0.30734578
0.5597826086956522,0.6391752577319588,0.2,0.10714285714285714,0.5833333333333333,0.29525897061211237,1.0,0.0,0.6,0.17916666666666667,0.20663333333333334,0.23653333333333335,0.2996333333333333,0.18625209,0.2146678,0.24373382,0.31072518
0.5597826086956522,0.6288659793814434,0.0,0.0,0.5833333333333333,0.2554797856794934,1.0,0.0,0.6,0.19073333333333334,0.21826666666666666,0.2495,0.31396666666666667,0.19496101,0.22372225,0.25332594,0.32152584
0.4375,0.6288659793814434,0.2,0.2857142857142857,0.5833333333333333,0.2721220977431401,1.0,0.0,0.6,0.1789,0.20486666666666667,0.23743333333333333,0.29733333333333334,0.1882903,0.21689686,0.24628189,0.31368116
0.46467391304347827,0.6391752577319588,0.2,0.0,0.5833333333333333,0.20011365481409318,1.0,0.0,0.6,0.1794333333333333,0.20736666666666667,0.23916666666666667,0.3035666666666667,0.18450893,0.21285957,0.2410356,0.30788827
0.22010869565217392,0.4123711340206185,0.432,0.0,0.5138888888888888,0.19581100828056502,1.0,0.0,0.6,0.19940000000000002,0.22983333333333333,0.2589666666666667,0.32753333333333334,0.19593057,0.22460201,0.25441357,0.32272527
0.4375,0.6288659793814434,0.2,0.2857142857142857,0.5833333333333333,0.2254424419548628,1.0,0.0,0.6,0.1911,0.2212,0.25083333333333335,0.3201333333333333,0.18959957,0.21818808,0.24762994,0.31538156
0.5190217391304348,0.6288659793814434,0.2,0.2857142857142857,0.548611111111111,0.2845429452833252,1.0,0.0,0.6,0.1849333333333333,0.21166666666666667,0.24396666666666667,0.3065333333333333,0.18688227,0.21538407,0.24467483,0.31167528
